1
712.9146,228.6451,22.2453,23.2928
712.7881,229.7521,23.0353,22.0839
714.2515,230.1541,23.8221,20.5753
714.8021,231.2260,23.8286,20.2762
713.1484,231.0959,25.9256,18.1268
714.4980,232.1219,26.6293,16.9043
715.9545,231.9734,26.7440,16.3148
715.6684,231.6476,26.6067,16.0278
717.0386,233.0683,26.9752,15.1630
717.7853,234.0977,27.1335,14.2185
719.1702,234.2700,26.6160,13.4354
719.1535,233.0467,26.4441,12.8105
719.1633,234.2233,25.8615,12.3641
718.8618,233.3062,25.5173,12.0323
719.1360,234.1709,25.3110,11.4860
717.9951,233.2744,25.2113,11.0094
718.2137,234.1693,24.9806,10.5821
718.6863,234.7731,24.9298,10.0169
717.0317,233.5676,24.3824,10.0111
716.3348,234.2726,24.0825,10.0000
717.0264,234.8103,23.4125,10.0388
715.5829,233.9307,23.1168,10.0371
715.2352,234.6707,22.8298,10.0000
713.3114,233.7403,22.0799,10.0000
712.9190,234.2461,21.7581,10.0000
710.8250,234.8756,21.4535,10.0000
708.7152,235.5474,21.2466,10.0000
706.4359,234.5512,20.9987,10.0000
704.4648,233.4810,20.4911,10.0385
703.2451,234.4134,20.2212,10.0000
700.9148,234.9353,20.1091,10.0000
698.1497,235.4272,20.1803,10.0000
695.1302,234.1835,19.7425,10.0000
691.2475,234.4449,20.1062,10.0000
687.3256,234.7043,20.2215,10.0000
684.9091,232.7099,19.2284,10.6582
678.8267,233.1479,19.5267,10.3769
674.6122,233.5930,19.8916,10.0763
666.9871,233.9444,20.2873,10.0000
663.3558,234.2745,19.7646,10.0000
660.4527,233.0468,20.3568,10.0000
650.6779,234.6170,20.7203,10.0000
645.5176,233.2190,20.0825,10.0000
635.6091,233.4147,21.0492,10.0000
636.6340,223.8873,19.1410,11.6158
630.5644,232.8900,19.1274,10.5970
637.6913,234.7620,20.6120,10.0000
643.6281,234.5042,21.7879,10.0000
651.5620,233.9371,23.1046,10.0000
657.3660,233.8679,24.1665,10.0000
663.5520,235.6779,24.4512,10.0000
670.2267,235.4315,25.9798,10.0000
676.5742,236.1633,25.4197,10.0000
684.6349,237.8744,25.3839,10.0000
688.3436,236.2807,25.7742,10.0000
691.1108,236.9287,26.4604,10.0000
698.3671,238.7866,27.4784,10.0000
702.1945,238.7584,27.5407,10.0000
708.2269,240.5553,27.0747,10.0798
711.0521,240.2668,27.6583,10.0000
715.2779,240.3912,26.8691,10.0328
720.0064,241.0608,26.6265,10.0000
723.1669,241.6638,25.9807,10.0000
726.5735,243.8152,25.4848,10.1185
727.8129,243.9059,25.4638,10.0824
