1
493.7137,403.2213,42.7990,43.2113
494.6331,389.5960,44.9192,42.4438
495.4965,379.8874,45.2777,41.9190
496.9126,373.4128,44.2804,42.0034
497.8228,369.0450,43.3883,41.8013
498.5190,368.2602,42.9911,41.9368
499.8905,369.9240,42.8973,41.7925
500.9905,374.3655,42.9315,41.8602
502.0538,381.5455,42.7255,41.8500
503.3364,390.4979,42.3840,43.1158
507.4313,405.2816,42.6190,44.8603
508.9298,425.5574,42.8870,43.8175
509.4650,422.8300,42.9137,42.3260
509.6749,398.6829,43.6908,42.0129
509.4386,377.9020,44.2706,42.1712
509.4902,356.6672,44.1253,42.7172
509.4336,340.8640,44.1487,43.6541
508.1585,328.6177,45.0153,43.4154
508.5799,314.6102,44.4436,44.1816
508.0905,306.4283,44.1689,44.4659
508.5505,301.2660,43.9688,44.1493
510.2318,298.8417,43.1782,43.3126
510.8717,301.5159,42.6119,42.3062
511.0179,304.9711,42.4220,41.6873
511.8741,314.3334,41.9623,41.7907
512.5484,323.5721,42.0835,41.5846
512.6633,338.1581,42.0976,42.5978
512.4230,353.2779,42.3935,42.1396
512.1161,373.2827,41.6262,42.6231
514.1244,398.3065,41.2331,42.8065
513.4337,424.4151,41.7199,43.2911
516.5486,432.5995,42.3973,42.5525
518.5682,412.0331,42.5170,42.2794
521.0370,391.4161,43.0035,41.8021
523.2809,372.0266,42.6893,41.3514
525.7516,358.5797,43.3224,41.4562
528.1318,345.4929,43.7528,41.9441
530.1101,336.8914,43.7791,41.9327
533.5202,331.7303,43.7530,41.9327
535.5412,329.2222,43.5641,42.1011
538.1384,330.4666,43.4886,42.1346
542.1304,333.2852,43.7819,41.9273
543.8698,339.4192,44.0695,42.2620
546.6110,346.1911,44.2534,42.1293
549.6344,360.7391,43.4975,43.0973
553.8608,375.5409,42.8108,43.7050
558.6051,395.6393,42.6403,44.0773
556.1180,380.1967,43.8405,43.4387
548.0795,353.7209,44.0571,43.5379
541.7247,329.1414,44.2255,43.0135
533.4695,309.6537,44.8625,41.8137
526.3156,288.5226,44.1693,42.1948
520.0903,272.9041,43.3844,42.1966
513.2873,260.9854,42.7577,42.2291
505.4428,250.8066,42.7274,42.2022
498.2818,243.6454,43.1551,42.6131
491.1231,241.1186,43.1484,42.7290
484.1250,241.1070,43.3763,42.9940
476.1317,243.5368,43.7002,43.1083
468.5562,249.9875,43.5047,43.3420
460.7975,260.3578,44.1921,43.3926
453.2862,271.6966,44.6697,44.1767
444.6479,288.7707,46.1083,44.4750
439.4404,309.8013,46.0448,43.9845
432.6746,331.6622,46.8008,45.2152
423.2623,360.0685,48.2063,46.6239
415.4992,388.9882,48.7662,46.2688
407.6999,381.2928,49.6824,45.8575
405.7244,368.4344,50.9823,45.4532
404.7466,356.1501,51.3692,44.9434
398.0951,345.0374,52.2642,45.3898
393.7302,339.1887,53.2694,46.6513
392.3668,335.3037,52.4779,47.3701
393.5409,337.4547,51.5886,48.3381
394.0956,341.4152,51.5180,48.4350
392.3131,344.2940,51.8017,48.7006
389.1291,349.7664,49.3956,52.6516
389.4084,364.8398,48.4608,55.0201
386.2686,382.6057,47.7474,54.9673
383.2517,407.0341,46.7933,52.3047
382.4211,430.5900,44.4569,51.5586
383.7035,454.5669,43.6614,49.8321
385.3399,445.8465,43.1891,48.1431
385.8797,426.3597,43.4088,46.0532
387.3767,411.1410,43.3306,45.4382
385.8231,397.4669,44.0690,44.0964
387.4470,383.7813,44.3605,43.6767
387.8013,376.5391,43.9340,43.2324
389.0536,371.8626,43.1683,42.1453
390.4480,369.7441,42.5751,41.4541
389.5841,371.7104,41.5128,40.5766
391.7504,376.5877,41.5691,40.3816
393.3320,383.5578,41.6270,40.4247
396.1534,390.4809,40.7078,41.5371
394.8418,405.2371,41.2127,42.0428
397.1756,424.2285,42.3171,41.4247
400.5434,444.1850,42.6308,41.9762
402.0673,457.0812,42.1732,42.5850
406.9248,437.8355,42.5991,42.9025
409.5912,416.1941,44.5413,44.1216
413.7921,396.3978,46.2978,43.2800
421.4671,377.7301,46.8456,43.2446
424.6928,365.1550,47.2568,43.7274
433.6118,352.9065,47.2100,45.3414
